age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
26,0,2,1,17072.99,1422.75,0,0.309,838,21977.7,1,10.12,36,710.4,4,4,28641.2,23123.4,2,0,3,1
28,1,1,4,47486.48,3957.21,0,0.305,556,21582.12,6,13.17,60,492.94,29,5,29959.58,17470.35,3,0,5,1
47,1,1,1,46375.74,3864.64,2,0.234,720,17677.53,2,15.14,36,614.01,12,10,36576.27,16231.87,0,0,1,1
29,1,1,0,64338.94,5361.58,2,0.106,738,22797.96,2,13.38,36,772.33,14,4,53724.07,22939.1,0,0,1,1
57,0,2,0,38083.08,3173.59,2,0.109,703,7039.66,3,12.46,36,235.37,12,1,35302.5,13902.26,1,0,1,1
53,0,1,2,106994.72,8916.23,0,0.3,697,4183.43,6,12.53,60,94.18,10,2,79290.2,6564.58,2,0,2,1
71,2,1,0,50256.76,4188.06,0,0.055,614,19712.38,5,13.93,60,457.96,15,6,57288.36,15677.37,1,0,1,1
62,1,1,0,77277.21,6439.77,0,0.153,552,19504.32,3,17.22,36,697.52,26,4,45265.75,31700.32,2,0,3,1
64,1,1,0,39854.95,3321.25,0,0.26,731,21135.25,2,15.14,36,734.11,14,3,27686.6,21315.16,1,0,3,1
44,0,2,0,28811.88,2400.99,0,0.028,749,21523.89,2,12.86,36,723.77,7,5,41353.53,17689.41,1,0,1,1
35,0,2,1,32660.17,2721.68,0,0.287,711,23465.6,2,12.7,60,530.32,11,3,45994.26,34116.92,0,0,1,1
74,0,0,0,82729.14,6894.1,0,0.036,561,17704.32,5,14.12,36,606.12,25,4,83023.04,78320.36,1,0,1,0
52,0,1,3,58492.86,4874.4,4,0.078,658,17937.89,3,13.9,36,612.2,18,2,40371.3,9723.97,1,0,1,0
52,1,2,0,56391.97,4699.33,3,0.091,647,32582.34,2,8.79,36,1032.93,19,4,34147.75,25088.72,1,0,1,1
44,0,1,0,65867.34,5488.94,2,0.181,498,18244.67,3,12.79,36,612.89,28,7,85360.5,59577.46,3,0,4,1
61,0,2,1,42552.24,3546.02,0,0.06,666,6806.85,4,13.18,36,229.94,18,8,47019.37,32412.4,2,0,2,1
72,0,2,2,196687.87,16390.66,1,0.097,673,6127.73,1,12.18,36,204.06,12,4,274323.16,102915.16,0,0,2,1
69,1,1,1,31742.96,2645.25,3,0.145,812,19649.34,2,9.35,36,628.05,1,2,42712.56,8910.25,0,0,2,1
69,1,2,1,38768.91,3230.74,0,0.165,711,15870.48,2,12.91,36,534.05,13,3,47735.59,43052.17,0,0,0,1
72,1,0,0,27744.82,2312.07,0,0.255,573,13683.35,2,12.75,36,459.4,28,3,41583.38,13688.29,3,0,4,0
32,0,1,0,48986.65,4082.22,0,0.281,648,12684.09,7,10.17,36,410.29,19,1,59539.57,5543.63,3,0,3,1
59,1,1,3,12641.22,1053.44,4,0.11,707,13940.9,2,12.43,36,465.91,11,9,23855.8,17956.48,3,0,3,0
22,1,2,1,6151.16,512.6,0,0.278,713,10442.12,6,10.72,36,340.48,12,7,11293.88,7678.26,1,0,1,1
23,1,2,0,24636.36,2053.03,0,0.507,797,6555.36,2,10.64,36,213.5,5,2,33017.49,17070.68,3,0,3,1
69,0,2,1,51547.03,4295.59,0,0.051,618,12229.77,2,13.0,36,412.07,16,8,38293.13,32486.74,1,0,1,1
57,1,1,2,67235.19,5602.93,0,0.11,766,4578.67,4,8.5,36,144.54,6,4,55827.31,30019.52,0,0,0,1
69,0,2,0,17047.96,1420.66,0,0.172,640,7693.41,2,12.29,36,256.6,19,5,23756.26,7432.49,2,0,2,1
37,1,1,0,13364.55,1113.71,0,0.047,571,13752.36,6,13.42,60,315.87,27,5,15537.62,10849.37,3,0,5,1
69,1,2,0,23540.54,1961.71,4,0.442,609,13537.06,7,15.54,36,472.85,23,3,19496.53,2327.53,4,0,5,0
22,0,0,0,23293.52,1941.13,2,0.264,687,16759.63,2,12.08,60,373.49,11,4,20545.52,9090.46,4,0,5,1
22,1,0,0,41374.61,3447.88,2,0.151,631,25592.4,2,14.68,60,604.55,17,3,31244.01,2095.05,2,0,2,1
48,1,1,0,39150.53,3262.54,0,0.06,779,9672.09,2,12.18,60,216.03,5,6,50971.37,3076.11,1,0,2,1
74,1,1,0,87564.16,7297.01,0,0.191,781,19154.82,1,8.05,36,600.68,6,9,80638.44,46280.27,2,0,2,1
43,0,2,0,28331.0,2360.92,4,0.113,748,31495.79,2,11.46,60,692.04,6,7,23299.28,13622.96,2,0,2,1
57,0,2,2,16352.55,1362.71,2,0.132,568,500.0,2,16.2,36,17.63,29,8,23435.9,21374.75,2,0,3,0
52,1,0,0,43612.54,3634.38,2,0.218,690,12117.56,1,11.6,36,400.17,13,2,35591.51,30352.65,0,0,0,1
53,1,1,4,20344.71,1695.39,1,0.092,662,21528.89,2,12.86,36,723.94,19,6,33285.0,24093.63,4,0,4,1
21,0,2,1,20535.74,1711.31,3,0.299,669,20889.6,2,9.93,36,673.36,16,6,30968.49,23256.85,3,0,3,0
39,0,1,1,100610.24,8384.19,3,0.09,679,3750.73,2,12.77,36,125.96,12,4,136707.54,32282.64,3,0,4,1
22,1,0,0,63471.04,5289.25,0,0.443,695,16207.69,2,9.73,36,520.92,12,4,74627.7,66410.26,1,0,1,1
73,0,2,1,28116.4,2343.03,4,0.093,756,30033.22,5,10.11,60,639.74,7,4,25924.39,8118.7,3,0,4,1
64,0,2,0,108368.29,9030.69,1,0.261,723,22274.57,2,11.09,36,730.19,12,2,59266.13,6673.68,2,0,3,1
46,0,0,1,59750.65,4979.22,2,0.42,697,18788.72,6,13.7,36,639.42,10,6,60191.72,50429.94,4,0,5,1
52,1,1,2,45842.04,3820.17,2,0.038,678,22200.66,1,12.55,36,743.23,10,4,49401.74,22171.46,2,0,2,1
26,1,2,0,24179.03,2014.92,4,0.195,519,14947.7,6,17.13,60,372.53,29,9,23099.23,11465.59,5,0,5,0
52,1,2,0,10560.81,880.07,0,0.078,731,21651.67,6,12.81,36,727.55,13,6,18831.59,9168.93,1,0,1,1
75,0,1,2,21740.04,1811.67,0,0.323,652,4855.04,1,11.91,36,161.05,18,5,35413.94,7168.42,3,0,4,1
24,0,1,1,27043.95,2253.66,0,0.077,606,18889.71,7,16.72,36,670.84,22,3,36820.75,11700.93,0,0,0,1
75,1,2,2,17710.85,1475.9,1,0.077,767,20818.55,7,9.7,36,668.83,8,7,24499.77,14981.66,3,0,3,1
31,0,2,0,39114.83,3259.57,0,0.206,660,13948.61,6,11.93,36,462.83,18,1,41788.34,20146.66,3,0,4,1
37,0,2,1,10689.43,890.79,0,0.242,759,9112.46,2,9.65,60,192.05,7,5,19317.49,10428.74,3,0,3,1
58,2,2,2,80681.2,6723.43,2,0.124,723,14614.48,3,7.13,36,452.12,12,5,125656.64,69520.49,2,0,2,1
44,0,2,0,27600.85,2300.07,2,0.072,580,15137.82,0,16.09,36,532.87,22,3,39419.68,22551.98,2,0,3,1
25,2,2,0,56587.53,4715.63,4,0.147,647,16547.13,1,11.46,60,363.58,16,5,70185.31,42405.95,2,0,2,0
72,1,2,4,56185.88,4682.16,0,0.181,571,12921.54,2,12.16,60,288.48,26,3,60002.23,52358.72,1,0,1,1
54,0,0,4,17316.67,1443.06,0,0.135,632,30927.56,2,10.04,60,657.73,16,4,27304.01,14480.25,4,0,4,1
26,0,2,4,12778.37,1064.86,4,0.362,842,4909.91,1,6.68,36,150.89,3,5,21399.6,18439.84,3,0,3,0
42,1,2,0,24734.8,2061.23,4,0.187,693,12355.91,3,13.33,36,418.29,11,6,28662.71,23378.55,2,0,2,0
31,1,2,2,45491.97,3791.0,0,0.268,585,21421.9,1,12.78,36,719.52,23,9,65313.14,25241.66,3,1,4,1
68,0,1,1,39418.79,3284.9,0,0.368,668,7116.86,1,14.05,60,165.78,17,3,48241.03,43488.33,1,0,2,1
36,1,2,2,73087.77,6090.65,0,0.246,684,13798.83,2,11.82,36,457.13,13,5,42513.06,26006.45,1,0,1,1
53,0,1,0,45954.37,3829.53,0,0.069,555,13273.22,4,16.67,36,471.05,29,7,30887.03,9367.33,3,0,3,1
29,1,1,0,48023.97,4002.0,4,0.161,665,25786.7,3,14.33,36,885.47,15,5,67980.38,34290.26,2,0,2,0
26,1,0,4,22356.85,1863.07,0,0.125,634,23569.49,0,12.32,36,786.45,18,9,25021.03,6207.6,4,0,5,0
36,1,1,2,31165.22,2597.1,0,0.314,648,14619.8,2,14.74,60,345.81,19,3,27226.82,24446.35,2,0,2,1
49,1,2,3,31669.2,2639.1,0,0.034,711,9598.8,0,11.31,36,315.66,10,7,28005.7,5768.74,1,0,2,1
23,0,2,0,52614.37,4384.53,0,0.111,653,12194.59,0,9.85,60,258.2,16,2,28784.93,19013.66,0,0,0,1
40,0,1,1,57057.91,4754.83,1,0.145,730,21032.79,2,12.08,36,699.39,12,5,54810.07,31958.71,2,0,2,1
56,1,2,4,31588.21,2632.35,2,0.107,688,5479.33,3,10.52,60,117.83,12,1,45095.03,37317.46,3,0,3,1
39,1,2,0,32215.86,2684.66,0,0.221,826,20649.26,4,5.65,60,395.86,4,5,37451.72,10999.42,4,0,6,1
46,1,3,4,44839.93,3736.66,0,0.328,674,10877.88,5,14.26,36,373.16,11,6,40064.41,33211.12,3,0,4,1
23,1,1,2,115805.52,9650.46,0,0.084,709,16004.14,2,11.09,36,524.64,10,2,97342.31,69664.66,3,0,4,1
39,0,1,2,12790.75,1065.9,0,0.15,629,17688.07,2,11.59,36,584.04,18,1,15368.36,2362.78,2,0,4,0
40,1,1,0,20861.75,1738.48,0,0.218,606,22680.34,4,11.31,36,745.86,23,3,20155.77,18636.77,5,1,5,0
52,1,1,2,21377.69,1781.47,0,0.393,731,38690.96,6,11.36,60,848.2,10,4,31732.4,10573.09,1,0,1,1
27,0,1,1,16488.21,1374.02,0,0.162,749,25984.33,3,12.6,36,870.52,7,3,11430.91,2364.95,3,0,3,1
72,1,2,3,22531.91,1877.66,4,0.212,759,6196.65,2,10.94,60,134.54,6,8,20039.45,14648.17,1,0,2,0
61,1,3,1,45531.04,3794.25,1,0.155,706,27849.99,4,13.26,60,637.39,12,8,70681.71,64765.41,1,0,1,1
53,1,2,1,64054.09,5337.84,0,0.026,664,14496.15,5,9.8,36,466.39,19,4,40132.79,23129.4,2,0,2,1
60,0,1,0,41694.21,3474.52,2,0.022,687,500.0,5,11.35,60,10.96,10,5,33200.52,26821.25,2,0,2,1
59,0,2,2,41193.52,3432.79,3,0.203,688,25554.32,1,10.4,36,829.37,13,4,57105.08,10100.49,1,0,3,0
38,0,2,2,20925.12,1743.76,0,0.314,579,531.04,6,11.45,36,17.5,28,8,23877.12,2323.07,2,0,3,1
60,1,1,0,7347.5,612.29,1,0.09,742,13897.7,5,9.31,60,290.59,6,7,15265.54,13351.64,2,0,4,1
21,1,2,2,45473.68,3789.47,0,0.221,603,11565.48,6,13.85,60,268.21,23,2,60977.61,21163.75,5,0,5,1
31,0,1,2,80843.44,6736.95,0,0.167,725,36185.1,4,9.93,36,1166.4,12,2,88098.83,40955.49,5,0,6,1
48,0,1,0,64542.14,5378.51,0,0.046,535,21649.71,1,13.59,36,735.63,28,5,89086.36,46265.43,1,0,1,1
45,2,1,0,34316.57,2859.71,2,0.033,760,12306.29,1,11.48,36,405.7,5,4,38441.62,1941.06,0,0,0,1
70,1,2,0,38041.56,3170.13,1,0.31,628,8651.47,0,17.27,36,309.61,19,5,48869.72,9538.52,2,0,2,1
43,1,2,2,84317.23,7026.44,0,0.17,676,14838.74,1,10.56,36,482.72,11,6,48677.65,43989.97,3,0,5,1
51,0,1,4,23917.34,1993.11,0,0.337,632,2084.59,2,14.52,60,49.07,16,7,20904.45,8500.86,3,0,4,1
50,0,2,1,27673.99,2306.17,0,0.274,765,13090.43,3,9.35,36,418.41,5,5,39968.61,13729.47,0,0,0,1
62,0,2,1,12330.78,1027.56,0,0.173,649,1347.53,2,17.66,36,48.49,18,5,12129.17,8231.32,0,0,0,0
55,0,1,1,48007.33,4000.61,0,0.124,660,17169.77,6,13.8,36,585.16,16,4,39010.4,16309.34,2,0,2,1
27,0,1,0,26905.76,2242.15,4,0.11,726,18848.04,3,9.06,36,599.89,10,6,29480.28,5594.41,4,0,4,1
36,0,1,0,30352.18,2529.35,0,0.173,599,21971.19,1,16.74,36,780.49,21,5,20552.86,14096.94,3,0,3,1
46,0,2,0,54678.45,4556.54,0,0.102,651,17705.67,6,14.97,36,613.51,17,7,81694.57,25489.18,2,0,2,1
68,0,1,0,23131.44,1927.62,0,0.141,762,13597.79,6,11.93,36,451.19,9,5,30034.07,18085.74,2,0,2,1
72,0,1,0,48954.47,4079.54,0,0.249,772,4906.79,2,11.2,36,161.11,6,4,56423.17,15120.05,2,0,4,1
69,1,1,1,50499.72,4208.31,0,0.164,707,16190.06,5,13.46,60,372.2,12,2,63284.85,6388.66,0,0,0,1
22,1,1,0,29247.04,2437.25,0,0.171,670,18700.69,2,11.18,36,613.83,12,2,36785.23,33491.19,0,0,0,1
21,0,1,1,60087.89,5007.32,0,0.158,718,15705.54,1,10.36,60,336.49,13,7,85633.41,38739.43,1,0,1,1
68,1,1,2,34138.05,2844.84,0,0.092,707,7575.7,2,10.37,60,162.34,11,2,46974.96,21074.51,2,0,4,1
32,0,1,0,55784.23,4648.69,0,0.106,641,18282.12,2,14.68,36,630.89,17,6,67621.64,44962.35,1,0,1,1
25,1,1,0,25090.64,2090.89,0,0.152,663,28129.76,2,12.04,36,934.85,18,2,32727.19,5748.91,2,0,3,1
57,1,1,0,51589.41,4299.12,3,0.063,584,1533.22,5,11.55,36,50.6,23,4,71109.04,4220.02,5,0,5,0
52,0,1,0,29350.66,2445.89,1,0.23,735,18609.75,2,12.86,36,625.78,10,3,18227.58,10822.24,1,0,1,1
75,1,1,0,44407.86,3700.66,0,0.03,768,10559.73,2,11.21,60,230.7,9,9,64623.98,43049.31,2,0,2,1
29,1,2,1,44890.84,3740.9,0,0.255,670,9377.75,2,11.51,36,309.29,14,5,38933.7,15684.86,5,0,5,1
61,1,2,0,28589.73,2382.48,0,0.018,708,36881.15,2,12.43,60,828.44,14,3,42437.12,24173.61,1,0,1,1
55,0,1,1,28090.82,2340.9,0,0.122,794,14742.15,0,13.73,36,501.92,5,4,20200.87,4454.71,5,0,5,1
39,1,1,0,31974.03,2664.5,0,0.126,657,23928.15,3,14.8,36,827.14,19,3,20354.93,11044.13,0,0,2,1
68,0,2,2,37912.49,3159.37,2,0.171,731,23154.65,0,10.54,60,498.14,13,7,43005.85,27386.74,0,0,0,1
36,1,1,0,51241.51,4270.13,0,0.215,706,5444.01,7,8.17,36,171.02,13,4,56462.12,18757.28,1,0,2,1
23,0,2,2,41873.51,3489.46,1,0.171,588,13337.44,2,14.19,36,457.07,23,5,66117.5,6792.98,1,0,2,1
40,1,1,1,6008.56,500.71,0,0.43,787,500.0,2,10.48,36,16.25,5,7,10763.05,8688.64,3,0,4,0
44,1,1,1,60674.7,5056.22,0,0.062,658,15990.06,2,9.29,36,510.64,15,4,64754.23,24394.89,2,0,3,1
74,1,1,1,46254.12,3854.51,0,0.106,573,6970.75,2,12.64,36,233.67,29,4,54424.72,31730.34,4,0,5,1
53,1,2,1,73622.69,6135.22,3,0.04,705,19222.53,1,9.94,60,407.85,12,4,89552.99,45397.07,1,0,2,1
44,0,3,0,60426.55,5035.55,4,0.067,483,26995.15,2,14.73,60,638.39,26,9,58305.29,53887.37,1,1,1,0
72,1,1,0,28177.99,2348.17,0,0.11,537,6351.59,2,17.97,36,229.53,29,6,28890.02,5515.81,1,0,3,0
31,1,1,2,18031.96,1502.66,0,0.189,684,8452.24,2,7.89,36,264.43,14,7,19190.85,9117.97,1,1,1,1
69,0,1,2,107375.08,8947.92,0,0.336,712,4807.33,0,12.93,36,161.82,12,4,61759.55,36471.58,2,0,3,1
28,1,3,0,78431.61,6535.97,2,0.31,679,21234.56,0,13.31,60,486.53,13,6,52523.35,24776.17,0,0,0,1
56,1,1,0,56829.36,4735.78,0,0.044,645,24469.39,2,16.61,36,867.66,17,6,83375.61,26040.33,1,0,2,1
58,0,1,1,22523.67,1876.97,0,0.044,715,3751.07,3,15.98,36,131.84,12,3,24881.38,15141.44,2,0,2,1
60,0,2,0,16624.56,1385.38,0,0.466,749,500.0,2,10.16,36,16.17,6,4,27027.79,10696.01,1,2,2,1
40,1,1,1,27980.83,2331.74,0,0.124,685,7537.81,2,12.19,36,251.05,10,4,31731.93,3659.94,1,0,1,1
55,1,1,0,60833.93,5069.49,0,0.109,699,2293.49,0,13.87,36,78.24,10,5,44166.26,17933.12,1,0,1,1
68,0,1,2,8569.46,714.12,0,0.196,589,2999.99,7,14.06,36,102.62,23,6,17155.3,14869.93,3,0,3,0
45,1,2,0,23484.91,1957.08,0,0.078,589,27446.56,3,12.28,36,915.29,23,10,38866.17,5824.06,4,0,4,0
55,0,2,1,181082.71,15090.23,4,0.245,750,20116.78,4,15.14,60,480.06,9,7,158475.15,139059.92,2,0,2,0
45,1,1,3,29326.6,2443.88,2,0.039,721,3391.3,2,10.39,36,110.05,12,9,39971.03,26935.24,0,0,0,1
49,0,1,1,37141.11,3095.09,0,0.087,747,25168.4,3,10.74,36,820.89,8,1,32456.34,2691.41,1,0,3,1
38,1,1,4,35756.44,2979.7,0,0.028,641,17310.63,5,16.21,36,610.39,15,4,34949.28,5261.86,1,0,1,1
66,0,2,2,102195.42,8516.28,2,0.237,666,18136.73,3,11.1,60,395.24,15,4,143309.24,17549.89,3,0,4,1
38,1,2,0,29919.38,2493.28,4,0.239,799,4329.68,6,10.3,36,140.32,9,5,49656.85,36665.37,3,0,3,0
22,0,2,1,12358.49,1029.87,0,0.099,692,9783.86,1,13.05,36,329.89,14,6,22348.64,5530.02,3,0,3,1
74,1,2,3,67395.35,5616.28,0,0.218,742,16248.95,1,13.35,60,372.63,5,7,64751.61,30558.9,2,0,2,1
55,1,2,0,19120.82,1593.4,2,0.397,673,500.0,3,13.16,36,16.89,14,8,33307.01,8381.89,1,0,1,1
36,0,1,1,14832.17,1236.01,0,0.05,772,15525.8,2,7.44,36,482.52,8,2,20783.33,17266.52,2,0,2,1
61,0,0,0,90731.96,7561.0,2,0.28,791,4953.73,4,10.85,36,161.83,6,7,114884.16,19903.46,2,0,4,1
56,0,2,0,56725.78,4727.15,0,0.063,811,17171.64,4,7.34,60,342.78,4,3,35656.3,24134.74,0,0,1,1
53,1,1,1,29168.78,2430.73,0,0.142,757,17033.51,2,10.71,60,367.89,5,4,28644.43,17837.88,2,0,2,1
24,0,1,1,72609.52,6050.79,0,0.13,591,25070.74,2,12.66,36,840.63,20,6,64049.94,3713.93,3,0,3,1
53,1,0,1,65195.65,5432.97,0,0.294,615,28347.67,1,12.91,36,953.92,17,5,48651.66,38974.13,3,0,5,1
34,0,0,1,24113.12,2009.43,1,0.09,736,24532.74,1,13.21,36,829.09,11,11,32619.78,15128.34,2,0,3,1
41,0,2,1,40714.47,3392.87,0,0.037,494,500.0,4,13.78,60,11.58,28,5,65391.9,32338.04,3,0,3,1
68,1,2,1,34060.02,2838.33,0,0.294,680,500.0,3,16.1,36,17.6,11,8,50552.0,44488.85,6,0,6,0
40,0,2,1,24367.45,2030.62,0,0.371,650,880.89,2,14.18,36,30.18,17,4,21723.98,3519.43,2,0,3,0
28,0,1,1,37289.01,3107.42,0,0.322,719,8363.75,3,13.19,36,282.57,14,5,48983.42,26813.65,2,0,2,1
27,1,1,3,57579.19,4798.27,0,0.208,631,11641.23,2,11.14,36,381.89,15,5,55353.89,21616.37,1,0,1,1
23,0,2,0,20729.23,1727.44,0,0.282,758,10051.54,1,8.75,36,318.47,5,5,21873.99,10554.81,0,0,0,0
37,1,1,0,59501.98,4958.5,4,0.197,779,22098.51,7,9.94,36,712.43,9,5,40370.39,3881.54,1,0,2,0
53,0,1,0,11915.03,992.92,0,0.256,582,12248.01,0,15.5,36,427.59,21,6,21545.44,17391.15,0,0,0,1
68,1,3,1,41432.96,3452.75,0,0.262,563,27760.81,2,11.95,36,921.39,28,3,39621.65,27381.56,5,0,6,1
32,1,2,4,23344.96,1945.41,0,0.054,593,13492.06,3,12.06,36,448.52,20,2,17536.93,13722.64,3,0,3,1
71,1,2,0,93586.4,7798.87,0,0.207,607,1717.44,4,16.08,60,41.84,21,2,108872.18,90111.97,2,0,3,1
42,0,2,0,13807.09,1150.59,0,0.166,520,6960.98,2,18.04,36,251.8,29,4,15052.19,12868.12,3,0,3,1
75,0,2,3,31455.63,2621.3,2,0.258,757,32991.45,1,10.0,36,1064.54,8,3,25294.19,21545.45,1,0,2,1
42,0,1,2,22038.6,1836.55,0,0.095,745,500.0,2,11.42,36,16.47,6,6,26574.39,1793.96,4,0,6,1
66,1,2,0,25834.4,2152.87,1,0.374,651,6826.3,0,9.65,36,219.15,17,4,27222.1,16644.13,0,0,0,1
50,1,1,3,18347.89,1528.99,0,0.154,669,13087.49,1,11.69,36,432.76,16,5,18231.57,16445.25,2,0,2,1
58,0,2,2,40274.09,3356.17,0,0.387,587,19826.04,0,10.74,36,646.64,22,6,53653.09,18034.99,5,0,5,1
58,0,2,3,41619.38,3468.28,2,0.402,665,12461.38,0,11.97,36,413.72,15,8,66212.91,6559.32,1,0,1,1
65,1,1,1,12870.03,1072.5,2,0.305,546,14422.58,0,17.34,36,516.65,29,7,21973.81,4563.18,2,0,3,1
71,1,0,3,52785.88,4398.82,3,0.104,605,13211.25,2,15.79,36,463.1,21,0,39145.47,35643.15,1,0,2,0
74,0,2,0,14022.78,1168.56,0,0.329,674,11266.34,6,10.93,36,368.47,12,9,16909.39,6695.84,6,0,6,1
28,1,0,0,36958.7,3079.89,0,0.068,683,17612.02,1,11.17,36,578.01,10,3,28505.13,2972.62,2,0,3,1
47,0,1,1,104531.51,8710.96,0,0.222,652,22330.09,2,15.05,36,774.63,17,8,81149.6,50692.28,2,0,3,1
47,0,2,1,21676.45,1806.37,0,0.289,745,6582.93,2,9.08,36,209.58,7,4,21892.3,4076.38,3,0,3,1
54,0,1,1,30351.94,2529.33,0,0.082,762,25186.43,1,7.96,36,788.79,7,10,51996.31,9830.5,0,0,1,1
41,0,2,0,22623.09,1885.26,0,0.09,723,4176.35,2,9.43,60,87.57,13,4,21397.36,16996.56,3,0,3,1
50,1,2,1,24281.45,2023.45,0,0.211,661,28230.24,4,15.42,60,677.84,18,4,17171.98,3172.78,0,0,0,1
53,0,1,1,43749.32,3645.78,4,0.309,696,21293.03,2,10.72,36,694.29,13,7,57063.92,22805.31,7,0,9,0
48,0,2,3,95603.17,7966.93,0,0.05,690,2344.27,2,12.97,36,78.95,12,13,73366.4,54742.27,1,0,1,1
67,1,2,2,35558.95,2963.25,0,0.338,478,10505.82,3,16.73,36,373.15,25,5,34327.58,26481.45,4,0,4,0
53,0,2,0,74283.26,6190.27,0,0.49,633,28026.87,7,17.19,60,699.41,17,3,102961.06,68621.51,5,0,5,0
25,1,1,2,23498.12,1958.18,0,0.239,654,17873.16,2,13.62,60,412.36,18,4,20955.75,9057.18,0,0,2,1
68,0,1,0,70619.72,5884.98,4,0.352,651,500.0,3,14.19,36,17.13,15,10,114431.78,88761.67,5,0,6,0
39,1,2,1,98484.73,8207.06,0,0.102,750,18277.56,1,10.77,60,395.31,6,7,93161.68,41139.35,2,0,4,1
24,0,1,0,75438.35,6286.53,4,0.268,757,5318.71,6,8.23,36,167.23,5,3,47500.66,17881.37,0,0,1,0
55,1,2,0,56262.44,4688.54,0,0.204,605,23067.64,3,12.78,36,774.8,23,4,85539.13,41236.22,3,0,5,1
69,1,1,1,53051.45,4420.95,0,0.19,683,21543.17,6,9.74,36,692.51,12,8,78713.05,21659.38,3,0,4,1
37,2,0,0,23036.11,1919.68,3,0.274,604,18817.58,2,15.92,36,660.83,24,6,32124.27,29789.56,3,0,3,0
64,0,1,0,14986.87,1248.91,0,0.144,679,16727.54,2,12.41,60,375.57,12,6,16546.12,14680.63,4,0,5,1
48,1,1,0,54119.15,4509.93,0,0.196,759,5054.99,0,8.46,36,159.48,8,2,65337.03,16996.28,3,0,3,1
50,1,1,1,22664.84,1888.74,0,0.133,669,16604.07,0,10.17,60,354.18,18,7,37606.21,9688.24,1,0,1,1
49,1,2,2,23762.37,1980.2,0,0.214,716,19249.03,0,13.96,60,447.49,11,6,30121.16,22376.06,1,0,2,1
66,0,1,0,14878.9,1239.91,0,0.109,713,21292.98,4,13.39,36,721.45,13,7,22534.05,9957.9,2,0,4,1
73,0,2,0,25729.3,2144.11,2,0.26,747,24460.59,2,12.2,36,814.78,9,7,29014.7,13799.1,1,0,1,1
26,0,2,3,69693.76,5807.81,2,0.302,693,11305.4,2,9.23,60,235.95,13,2,81718.44,56653.06,2,0,2,1
55,0,2,2,64457.16,5371.43,4,0.103,646,13436.67,6,10.93,36,439.45,18,7,81582.1,76077.02,3,0,3,0
61,0,2,2,16460.4,1371.7,0,0.119,724,8241.03,6,12.41,60,185.03,10,3,15985.19,3325.42,2,0,2,1
57,1,1,1,20333.07,1694.42,1,0.055,667,8465.63,1,13.09,36,285.61,16,5,24874.05,15233.63,0,0,1,1
44,1,1,2,12330.53,1027.54,0,0.172,723,14832.83,2,13.7,36,504.79,13,3,15112.02,13079.34,1,0,2,1
49,0,2,0,45212.52,3767.71,0,0.077,662,31764.44,6,9.88,36,1023.16,19,9,74020.7,67593.34,5,0,5,1
69,0,2,2,40634.29,3386.19,0,0.229,684,15053.95,6,10.01,60,319.93,14,5,37666.46,34259.04,4,0,4,1
66,0,1,2,42771.57,3564.3,0,0.29,723,32410.25,2,8.76,36,1027.02,12,2,58562.44,12431.67,2,0,2,1
73,0,1,0,27833.23,2319.44,0,0.398,544,12934.03,2,13.8,36,440.8,27,2,35456.56,11321.4,5,0,5,0
51,0,2,0,53870.03,4489.17,0,0.227,573,1472.11,5,17.63,60,37.09,25,8,86490.3,68010.11,1,0,2,1
55,0,2,1,30504.96,2542.08,0,0.163,620,5735.79,0,14.41,36,197.18,15,5,40071.26,8908.43,0,0,0,0
53,1,1,0,64502.29,5375.19,0,0.071,630,500.0,6,10.53,60,10.75,19,4,61305.34,16516.06,2,0,3,1
72,1,1,0,18822.48,1568.54,0,0.044,697,7731.99,0,9.14,36,246.38,12,7,18429.38,17432.03,2,0,3,1
41,0,2,0,61200.16,5100.01,0,0.153,603,17278.22,7,12.77,36,580.26,24,4,35519.94,8034.92,2,1,2,1
52,0,2,0,47086.66,3923.89,0,0.21,775,21378.31,4,8.86,36,678.43,7,7,44983.85,3199.1,0,0,0,1
43,1,1,2,53959.49,4496.62,0,0.074,633,22879.63,2,15.24,36,795.82,18,5,37309.65,27903.15,2,0,2,1
53,1,2,0,29884.88,2490.41,0,0.249,707,13991.87,7,12.81,36,470.16,10,4,24644.49,3223.28,3,0,3,1
23,1,2,3,104034.86,8669.57,0,0.116,624,29526.27,1,14.01,36,1009.28,15,8,136778.36,73238.23,3,0,4,1
38,1,1,2,23649.27,1970.77,0,0.085,719,11090.71,0,9.69,36,356.25,12,3,29964.77,9585.73,2,1,2,1
45,0,0,3,142718.53,11893.21,0,0.314,521,14406.71,7,15.91,60,349.65,29,7,220372.69,185761.0,3,0,3,0
62,1,2,2,47481.85,3956.82,0,0.121,718,16755.65,2,12.28,60,375.1,14,3,63567.17,59544.11,1,0,2,1
51,0,1,0,72217.68,6018.14,0,0.144,655,3005.39,2,14.31,36,103.17,17,4,89952.05,5062.42,2,0,2,1
74,1,2,0,86938.08,7244.84,2,0.106,735,17005.15,2,16.8,36,604.59,10,6,112124.78,45371.39,1,2,2,1
